backbone,dataset,method,rank,seed,protocol,metric_type,task_type,n5_metric,r8_baseline_metric,paired_bad_diff_vs_r8,direction,n5_checkpoint,r8_checkpoint
molformer_c3,lipo,lora,32,2,scaffold,rmse,regression,0.7613392202274428,0.7095989579567252,0.051740262270717596,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_lora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,dora,2,0,scaffold,rmse,regression,0.7007432227730712,0.6747392106481535,0.026004012124917764,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,dora,2,1,scaffold,rmse,regression,0.7258819345990744,0.7523448369700659,-0.02646290237099158,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,dora,2,2,scaffold,rmse,regression,0.7579511928471204,0.7306481615348694,0.02730303131225098,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,lipo,dora,32,0,scaffold,rmse,regression,0.696352705648445,0.6747392106481535,0.021613495000291527,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,lipo,dora,32,1,scaffold,rmse,regression,0.7220402334447307,0.7523448369700659,-0.03030460352533526,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,lipo,dora,32,2,scaffold,rmse,regression,0.7573120588436858,0.7306481615348694,0.026663897308816353,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_lipo_dora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_lipo_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,lora,2,0,scaffold,auc,classification,0.8242317822651448,0.7952589991220369,-0.028972783143107916,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,lora,2,1,scaffold,auc,classification,0.8937282229965157,0.8949477351916376,0.0012195121951219523,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,lora,2,2,scaffold,auc,classification,0.8272549019607843,0.8011764705882353,-0.02607843137254906,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,lora,32,0,scaffold,auc,classification,0.8247585601404741,0.7952589991220369,-0.029499561018437204,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,lora,32,1,scaffold,auc,classification,0.8559233449477351,0.8949477351916376,0.039024390243902474,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,lora,32,2,scaffold,auc,classification,0.8080392156862745,0.8011764705882353,-0.006862745098039191,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_lora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,dora,2,0,scaffold,auc,classification,0.8391571553994732,0.7759438103599648,-0.06321334503950837,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,dora,2,1,scaffold,auc,classification,0.8343205574912892,0.8879790940766551,0.0536585365853659,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,dora,2,2,scaffold,auc,classification,0.7966666666666666,0.8037254901960784,0.007058823529411784,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bace,dora,32,0,scaffold,auc,classification,0.8312554872695347,0.7759438103599648,-0.05531167690956984,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bace,dora,32,1,scaffold,auc,classification,0.8574912891986063,0.8879790940766551,0.030487804878048808,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bace,dora,32,2,scaffold,auc,classification,0.798235294117647,0.8037254901960784,0.005490196078431375,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bace_dora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bace_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,lora,2,0,scaffold,auc,classification,0.9633579436696746,0.9588460486737763,-0.0045118949958983245,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,lora,2,1,scaffold,auc,classification,0.9385454545454546,0.945939393939394,0.007393939393939397,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,lora,2,2,scaffold,auc,classification,0.9869809992962703,0.983814215341309,-0.003166783954961283,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,lora,32,0,scaffold,auc,classification,0.950369155045119,0.9588460486737763,0.008476893628657334,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,lora,32,1,scaffold,auc,classification,0.9385454545454546,0.945939393939394,0.007393939393939397,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,lora,32,2,scaffold,auc,classification,0.9892094768942059,0.983814215341309,-0.005395261552896935,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_lora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,dora,2,0,scaffold,auc,classification,0.9611703582171178,0.9641782882143833,0.0030079299972655127,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,dora,2,1,scaffold,auc,classification,0.9393939393939394,0.9461818181818182,0.006787878787878787,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,dora,2,2,scaffold,auc,classification,0.9876847290640394,0.9836969270466808,-0.003987802017358599,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,bbbp,dora,32,0,scaffold,auc,classification,0.9558381186765108,0.9641782882143833,0.008340169537872533,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,bbbp,dora,32,1,scaffold,auc,classification,0.9385454545454546,0.9461818181818182,0.007636363636363663,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,bbbp,dora,32,2,scaffold,auc,classification,0.9893267651888341,0.9836969270466808,-0.005629838142153343,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_bbbp_dora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_bbbp_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,lora,2,0,scaffold,mean_auc,classification,0.5754634374562188,0.5764097098433578,0.0009462723871390688,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,lora,2,1,scaffold,mean_auc,classification,0.6078934714890555,0.607502351005624,-0.0003911204834314841,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,lora,2,2,scaffold,mean_auc,classification,0.5446441269698787,0.5494050441400998,0.004760917170221091,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,lora,32,0,scaffold,mean_auc,classification,0.593948178650586,0.5764097098433578,-0.017538468807228202,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,lora,32,1,scaffold,mean_auc,classification,0.6106863104578844,0.607502351005624,-0.0031839594522603543,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,lora,32,2,scaffold,mean_auc,classification,0.5706898263411297,0.5494050441400998,-0.021284782201029917,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_lora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_lora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,dora,2,0,scaffold,mean_auc,classification,0.5822600641096802,0.5739636256738426,-0.008296438435837605,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r2_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,dora,2,1,scaffold,mean_auc,classification,0.612218485329931,0.6017814184908042,-0.010437066839126707,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r2_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,dora,2,2,scaffold,mean_auc,classification,0.542566596948174,0.550279131560163,0.007712534611988953,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r2_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed2/model.pt
molformer_c3,sider,dora,32,0,scaffold,mean_auc,classification,0.6026234626297052,0.5739636256738426,-0.028659836955862605,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r32_molformer_c3_scaffold_seed0/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed0/model.pt
molformer_c3,sider,dora,32,1,scaffold,mean_auc,classification,0.5986695715902273,0.6017814184908042,0.0031118469005769755,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r32_molformer_c3_scaffold_seed1/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed1/model.pt
molformer_c3,sider,dora,32,2,scaffold,mean_auc,classification,0.5715510300786077,0.550279131560163,-0.0212718985184448,positive = rank variant worse than r=8 baseline in bad-space,dumped/n6_rank_boundary_sider_dora_r32_molformer_c3_scaffold_seed2/model.pt,dumped/baseline_sider_dora_molformer_c3_scaffold_seed2/model.pt
