backbone,protocol,dataset,seed,method_pair,task_type,metric_type,fullft_metric,peft_metric,fullft_bad_minus_peft_bad,direction
molformer_c3,scaffold,bbbp,10,fullft_vs_dora,classification,auc,0.9573795509047308,0.9528013952474385,-0.00457815565729236,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,100,fullft_vs_lora,classification,auc,0.9602424242424242,0.959030303030303,-0.00121212121212122,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,100,fullft_vs_dora,classification,auc,0.9602424242424242,0.9613333333333334,0.0010909090909091423,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,1000,fullft_vs_lora,classification,auc,0.9545781399808245,0.9582933844678811,0.0037152444870566237,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,bbbp,1000,fullft_vs_dora,classification,auc,0.9545781399808245,0.9593720038350911,0.004793863854266611,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,0,fullft_vs_lora,classification,mean_auc,0.5868587389146347,0.5764097098433578,-0.010449029071276872,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,0,fullft_vs_dora,classification,mean_auc,0.5868587389146347,0.5739636256738426,-0.012895113240792067,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,1,fullft_vs_lora,classification,mean_auc,0.6373453181688015,0.607502351005624,-0.02984296716317747,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,1,fullft_vs_dora,classification,mean_auc,0.6373453181688015,0.6017814184908042,-0.035563899677997224,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,2,fullft_vs_lora,classification,mean_auc,0.5849193251346397,0.5494050441400998,-0.035514280994539904,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,2,fullft_vs_dora,classification,mean_auc,0.5849193251346397,0.550279131560163,-0.034640193574476785,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,10,fullft_vs_lora,classification,mean_auc,0.6265341515419764,0.6297738213185036,0.003239669776527121,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,10,fullft_vs_dora,classification,mean_auc,0.6265341515419764,0.6203160112449795,-0.006218140296996966,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,100,fullft_vs_lora,classification,mean_auc,0.6402609346510961,0.6204149989186588,-0.019845935732437314,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,100,fullft_vs_dora,classification,mean_auc,0.6402609346510961,0.6446733709817264,0.004412436330630265,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,1000,fullft_vs_lora,classification,mean_auc,0.6145027357423706,0.597132137279314,-0.017370598463056552,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
molformer_c3,scaffold,sider,1000,fullft_vs_dora,classification,mean_auc,0.6145027357423706,0.6083418051821192,-0.006160930560251354,regression: fullft_rmse - peft_rmse; classification: peft_auc - fullft_auc; negative = Full FT better
